# Reconstructed SD data list, created using the Offline Framework
#
#      SdId         AugerId      GPSSec     GPSNSec   BadPeriod      YYMMDD      HHMMSS         MJD          T4          T5     LDFStat      Energy   EnergyErr       S1000    S1000Err    S1000Sys       Theta    ThetaErr         Phi      PhiErr   ThetaSite     PhiSite       NCand        NAct       NWork       Xcore       Ycore       Zcore    XcoreErr    YcoreErr    ZcoreErr     Easting    Northing          RA         Dec       RAErr      DecErr      GalLat     GalLong   GalLatErr  GalLongErr   PlaneChi2    PlaneNdf        Beta     BetaErr       Gamma    GammaErr     LDFchi2      LDFNdf       RCurv    RCurvErr    RiseTime RiseTimeErr    TResMean  TResSpread
   67365785    220758032200  1331547537   879681000           0      220317      101839  5.9655e+04          18           3         4.5  8.8854e-01  1.7444e-01  5.0803e+00  9.6733e-01  2.4145e-01  1.8646e+01  1.1545e+00  5.7226e+01  1.7411e+00  1.8920e+01  5.7264e+01           3           5  0.0000e+00     12781.0     28022.0      -102.1  7.9224e+01  9.3667e+01  0.0000e+00    489959.5   6127240.6  2.7109e+02 -1.8858e+01  8.6586e-01  9.8562e-01  1.3986e+00  1.0859e+01  5.4982e-01  1.1582e+00  4.3877e-05           0 -2.2739e+00  0.0000e+00  6.2725e-02  0.0000e+00  2.8418e-02           0  7.1058e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  3.8037e-03  5.1459e-04
   67365787    220758033600  1331547551     2405000           0      220317      101853  5.9655e+04          18           3         4.5  1.2310e+00  2.0035e-01  5.6747e+00  8.9574e-01  5.6360e-01  4.3527e+01  6.4788e-01  8.6522e+01  7.1579e-01  4.3685e+01  8.6958e+01           3           4  0.0000e+00    -27107.3     19058.0        95.7  6.7263e+01  1.0135e+02  0.0000e+00    450118.6   6118181.6  2.6259e+02  8.3890e+00  5.1375e-01  6.3596e-01  2.1809e+01  3.1302e+01  4.0400e-01  7.6127e-01  4.4550e-05           0 -1.9706e+00  0.0000e+00  4.6668e-02  0.0000e+00  2.4937e-01           0  1.0422e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -3.7761e-03  9.4167e-04
   67365791    220758035300  1331547568   190684000           0      220317      101910  5.9655e+04          18           3         4.5  1.6700e+00  3.3560e-01  6.8846e+00  1.3418e+00  3.9615e-02  4.7743e+01  6.1969e-01 -2.6176e+01  9.0063e-01  4.7880e+01 -2.6315e+01           3           3  0.0000e+00      9356.1    -15449.0       -50.0  1.2987e+02  3.7375e+01  0.0000e+00    486645.9   6083787.8  3.2225e+02 -4.0966e+01  8.2247e-01  6.6533e-01 -4.6501e+01  9.1165e-01  6.2046e-01  9.6735e-01  1.6591e-08           0 -1.8945e+00  0.0000e+00  1.1124e-01  0.0000e+00  8.8895e-01           0  1.2094e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -5.5556e-05  6.0548e-05
   67365803    220758046600  1331547681   944451000           0      220317      102103  5.9655e+04          18           3         4.5  6.2932e-01  1.1387e-01  3.5773e+00  6.2777e-01  2.6400e-01  1.0144e+01  9.7076e-01 -1.4577e+02  5.6130e+00  9.8298e+00 -1.4660e+02           3           3  0.0000e+00     21494.2     30719.8      -125.3  6.4337e+01  6.1177e+01  0.0000e+00    498660.6   6129958.6  2.5026e+02 -4.0197e+01  1.1460e+00  1.0740e+00  4.1256e+00  3.4311e+02  9.0632e-01  1.0507e+00  4.1281e-05           0 -2.2978e+00  0.0000e+00  7.3696e-02  0.0000e+00  3.2517e-04           0  6.5225e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -9.8045e-04  4.3816e-03
   67365807    220758048500  1331547700     8432000           0      220317      102122  5.9655e+04          22           3         4.5  9.6510e-01  2.1475e-01  5.4618e+00  1.1787e+00  3.4945e-02  2.6530e+01  1.3280e+00  1.1699e+02  2.4822e+00  2.6662e+01  1.1723e+02           4           4  0.0000e+00    -14073.1      9265.0        15.4  1.2369e+02  1.0309e+02  0.0000e+00    463169.0   6108427.6  2.4902e+02 -1.0949e+01  1.1458e+00  1.3143e+00  2.3574e+01  5.7754e+00  1.2515e+00  1.3031e+00  5.9759e+00           1 -2.2140e+00  0.0000e+00  4.7914e-02  0.0000e+00  7.6299e-01           1  7.7826e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  2.8377e-01  1.3728e+00
   67365808    220758049000  1331547705   789793000           0      220317      102127  5.9655e+04          18           3         4.5  1.0032e+00  1.6749e-01  5.7165e+00  9.2565e-01  3.6416e-01  2.2789e+01  1.1865e+00 -1.6174e+02  2.3409e+00  2.2627e+01 -1.6231e+02           3           7  0.0000e+00      9804.1     28120.6       -91.6  8.3561e+01  6.9212e+01  0.0000e+00    486984.2   6127331.7  2.3301e+02 -3.8915e+01  1.5146e+00  9.1720e-01  1.4055e+01  3.3407e+02  7.3338e-01  1.3410e+00  3.4659e-05           0 -2.2501e+00  0.0000e+00  5.5124e-02  0.0000e+00  1.7014e-01           0  7.2747e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -1.4523e-03  3.7637e-03
   67365828    220758066200  1331547877   315723000           0      220317      102419  5.9655e+04          18           3         4.5  3.8673e-01  9.1039e-02  2.2503e+00  5.1377e-01  1.9542e-01  1.4040e+01  1.2403e+00  1.0739e+02  6.0461e+00  1.4211e+01  1.0798e+02           3           3  0.0000e+00    -18432.9     14020.9        47.2  1.0274e+02  7.0406e+01  0.0000e+00    458800.0   6113169.6  2.5716e+02 -2.1641e+01  1.6190e+00  1.1938e+00  1.0989e+01  1.4917e+00  1.4449e+00  1.2894e+00  3.7281e-06           0 -2.2583e+00  0.0000e+00  8.7628e-02  0.0000e+00  1.7852e-04           0  6.3105e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -8.8617e-04  8.2830e-04
   67365839    220758072300  1331547938   528688000           0      220317      102520  5.9655e+04          18           3         4.5  1.2025e+00  2.5699e-01  5.9650e+00  1.2363e+00  1.1645e-01  3.9703e+01  1.4020e+00  1.0108e+02  9.9360e-01  3.9874e+01  1.0096e+02           3           5  0.0000e+00      4413.0     20168.9       -50.0  7.3437e+01  1.2764e+02  0.0000e+00    481616.3   6119371.2  2.5507e+02  4.0746e+00  6.6129e-01  1.3904e+00  2.6508e+01  2.3358e+01  9.7993e-01  1.3261e+00  7.0705e-06           0 -2.0449e+00  0.0000e+00  9.7262e-03  0.0000e+00  4.0079e-01           0  9.5150e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -9.4974e-04  1.4798e-03
   67365854    220758085600  1331548071   162308000           0      220317      102733  5.9655e+04          22           3         4.5  1.3099e+00  1.8600e-01  5.2499e+00  7.2295e-01  8.5743e-01  4.9004e+01  7.7461e-01 -3.5822e+01  1.1743e+00  4.8842e+01 -3.5763e+01           4           5  0.0000e+00    -19568.6      3786.2        25.1  2.4056e+02  4.2494e+01  0.0000e+00    457690.6   6102938.3  3.2775e+02 -4.7662e+01  9.5540e-01  9.8565e-01 -4.9472e+01  3.5018e+02  8.1759e-01  1.3032e+00  2.0839e+00           1 -1.8422e+00  0.0000e+00  1.2710e-01  0.0000e+00  1.2169e+00           1  1.2167e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  3.5047e-01  7.2859e-01
   67365878    220758102800  1331548243   215578000           0      220317      103025  5.9655e+04          22           2         4.5  1.3438e+00  3.7147e-01  5.8783e+00  1.5759e+00  4.0547e-01  4.5702e+01  9.9269e-01  3.1415e+00  1.0535e+00  4.5864e+01  3.3213e+00           4           5  0.0000e+00     16192.6     33070.5       -91.5  1.5198e+02  3.0757e+01  0.0000e+00    493356.3   6132294.4  3.1376e+02 -2.1589e+01  8.8336e-01  9.3770e-01 -3.6357e+01  2.5105e+01  7.1029e-01  1.2720e+00  4.3187e-01           1 -1.9265e+00  0.0000e+00  8.4211e-02  0.0000e+00  1.5671e-02           1  1.1611e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  1.7400e-01  3.2186e-01
   67365914    220758126400  1331548479   191198000           0      220317      103421  5.9655e+04          22           3         4.5  2.1043e+00  3.4700e-01  1.1487e+01  1.8370e+00  3.1366e-01  8.2318e+00  8.1108e-01  1.4467e+02  8.2863e+00  8.2716e+00  1.4329e+02           4           5  0.0000e+00      9011.6     19829.3       -61.0  2.8087e+01  9.3335e+01  0.0000e+00    486212.9   6119043.4  2.5669e+02 -3.0060e+01  6.4120e-01  1.3257e+00  6.3903e+00  3.5434e+02  7.6827e-01  1.2222e+00  1.3763e+00           1 -2.3606e+00  0.0000e+00  3.7390e-02  0.0000e+00  1.1145e+00           1  7.4246e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -3.0620e-01  5.7777e-01
   67365919    220758128600  1331548501   977663000           0      220317      103443  5.9655e+04          18           3         4.5  7.2002e-01  1.7946e-01  3.2175e+00  7.7773e-01  2.4595e-01  4.5600e+01  1.0593e+00  8.1922e+01  6.8367e-01  4.5831e+01  8.1604e+01           3           3  0.0000e+00     23204.4     22536.9      -126.9  6.3150e+01  1.6103e+02  0.0000e+00    500390.3   6121785.2  2.7055e+02  1.0215e+01  5.1871e-01  1.0489e+00  1.5523e+01  3.6630e+01  5.5165e-01  1.0667e+00  2.7206e-05           0 -1.8838e+00  0.0000e+00  8.7865e-02  0.0000e+00  1.7821e+00           0  1.0067e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -9.5320e-04  3.4952e-03
   67365932    220758140700  1331548622    60732000           0      220317      103644  5.9655e+04          18           3         4.5  4.8879e-01  1.0182e-01  2.8055e+00  5.6680e-01  2.2800e-01  1.1053e+01  1.3579e+00  2.9737e+01  1.0752e+01  1.1171e+01  3.0739e+01           3           3  0.0000e+00       311.6     25514.9       -60.1  5.8472e+01  8.9620e+01  0.0000e+00    477504.0   6124703.7  2.7592e+02 -2.9035e+01  1.0750e+00  2.2824e+00 -7.3169e+00  3.9843e+00  1.4860e+00  1.9871e+00  1.2042e-06           0 -2.2825e+00  0.0000e+00  8.1192e-02  0.0000e+00  1.8187e-04           0  6.3537e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -4.7249e-04  5.1693e-04
   67365956    220758156801  1331548783   470581000           0      220317      103925  5.9655e+04          18           3         4.5  4.9740e-01  1.1272e-01  2.5479e+00  5.6002e-01  2.9667e-01  3.9365e+01  1.4760e+00  1.4435e+02  1.0747e+00  3.9546e+01  1.4418e+02           3           6  0.0000e+00     -5208.6     27193.5       -19.4  1.3229e+02  1.0638e+02  0.0000e+00    471983.1   6126367.3  2.3419e+02 -8.0895e+00  1.1731e+00  1.1377e+00  3.6690e+01  3.5755e+02  1.4782e+00  8.4432e-01  2.3795e-05           0 -1.9928e+00  0.0000e+00  1.5119e-02  0.0000e+00  3.3396e-01           0  8.3084e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  1.1392e-03  3.1545e-03
   67365969    220758169700  1331548912   147051000           0      220317      104134  5.9655e+04          22           0         4.5  1.3000e+00  2.2354e-01  4.1291e+00  6.8856e-01  4.5243e-01  5.5773e+01  7.0485e-01  5.3491e+01  4.8579e-01  5.5698e+01  5.3297e+01           4           4  0.0000e+00     11161.8    -18599.2       -62.8  1.2765e+02  1.6375e+02  0.0000e+00    488458.5   6080644.0  2.9653e+02  1.2452e+01  4.6731e-01  6.7077e-01 -6.1443e+00  5.0320e+01  4.0130e-01  7.0913e-01  1.8990e-01           1 -1.6301e+00  0.0000e+00  5.9249e-02  0.0000e+00  9.5596e-02           1  1.4718e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -4.8687e-02  2.4523e-01
   67365988    220758182000  1331549035   227598000           0      220317      104337  5.9655e+04          22           3         4.5  2.5814e+00  3.5023e-01  1.3791e+01  1.8146e+00  1.1320e-01  3.1599e+01  4.6423e-01 -1.7406e+02  1.4016e+00  3.1578e+01 -1.7379e+02           5           5  0.0000e+00      4481.9    -20224.5       -56.1  4.1119e+01  6.7937e+01  0.0000e+00    481786.8   6079002.9  2.2853e+02 -3.2546e+01  6.0493e-01  7.0343e-01  2.1354e+01  3.3479e+02  5.5941e-01  7.1375e-01  1.5189e+00           1 -2.2137e+00  0.0000e+00  1.2834e-02  0.0000e+00  2.8127e+00           2  8.7556e+00  1.0003e+00 -1.0000e+00 -1.0000e+00 -6.3637e-02  6.1210e-01
   67365989    220758183200  1331549047   682403000           0      220317      104349  5.9655e+04          18           3         4.5  5.6804e-01  1.4720e-01  2.6844e+00  6.7466e-01  3.1892e-01  4.3458e+01  8.8972e-01 -8.3939e+00  1.9225e+00  4.3270e+01 -8.2693e+00           3           5  0.0000e+00    -20893.2      2192.6        22.4  1.2263e+02  1.0445e+02  0.0000e+00    456370.8   6101342.4  3.1832e+02 -3.0049e+01  1.2359e+00  1.1814e+00 -4.2470e+01  1.5850e+01  1.1670e+00  1.4715e+00  3.4798e-06           0 -1.9162e+00  0.0000e+00  5.1052e-02  0.0000e+00  1.9508e-02           0  9.2725e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  6.6995e-04  1.0328e-03
   67365990    220758183600  1331549051   220530000           0      220317      104353  5.9655e+04          22           3         4.5  3.3480e+00  3.4063e-01  1.8391e+01  1.8147e+00  3.5656e-01  1.7488e+01  4.9769e-01 -3.8292e+01  3.1128e+00  1.7191e+01 -3.8123e+01           5           5  0.0000e+00    -25963.7     20495.6        77.3  6.3946e+01  2.4277e+01  0.0000e+00    451257.8   6119621.3  2.8575e+02 -4.4456e+01  9.4169e-01  8.1909e-01 -2.0572e+01  3.5252e+02  5.3536e-01  9.7666e-01  1.8364e+00           1 -2.3469e+00  0.0000e+00  2.7470e-02  0.0000e+00  3.0585e+00           2  8.8818e+00  1.2483e+00 -1.0000e+00 -1.0000e+00 -1.9052e-01  6.4322e-01
   67365999    220758191400  1331549129   941565000           0      220317      104511  5.9655e+04          18           0         4.5  1.1501e+00  2.2044e-01  5.2445e+00  9.7490e-01  7.3313e-01  4.4120e+01  1.6052e+00  7.1383e+01  9.4065e-01  4.4349e+01  7.1261e+01           3           3  0.0000e+00     12553.7     22532.7       -82.3  6.5343e+01  1.9278e+02  0.0000e+00    489746.1   6121754.1  2.8015e+02  7.3470e+00  7.3201e-01  1.5743e+00  5.7419e+00  3.8263e+01  7.4278e-01  1.5744e+00  1.4575e-07           0 -1.9545e+00  0.0000e+00  5.5325e-02  0.0000e+00  3.7180e-03           0  1.0110e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  2.8168e-05  2.6774e-04
   67366016    220758205400  1331549269   495878000           0      220317      104731  5.9655e+04          18           2         4.5  1.2745e+00  2.0029e-01  6.4024e+00  9.7582e-01  6.6979e-01  3.8805e+01  6.6543e-01  3.3706e+01  1.1637e+00  3.8896e+01  3.3632e+01           3           5  0.0000e+00      9191.0      4439.7       -29.0  3.4291e+01  1.0673e+02  0.0000e+00    486430.9   6103663.8  2.9966e+02 -9.5075e+00  5.5501e-01  8.2157e-01 -1.9209e+01  3.1901e+01  6.4144e-01  7.9468e-01  2.1608e-06           0 -2.0650e+00  0.0000e+00  6.8583e-03  0.0000e+00  4.9800e-02           0  8.9752e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  6.9496e-04  5.8863e-04
   67366017    220758205900  1331549274   771513000           0      220317      104736  5.9655e+04          22           3         4.5  1.4755e+00  3.0428e-01  6.4795e+00  1.2959e+00  5.1653e-02  4.5424e+01  9.8162e-01  1.3922e+02  1.3250e+00  4.5280e+01  1.3922e+02           5           7  0.0000e+00      8067.6    -15062.4       -45.3  1.3496e+02  1.6912e+02  0.0000e+00    485357.2   6084170.9  2.3510e+02 -1.5532e+00  8.5287e-01  1.0618e+00  4.0259e+01  4.6512e+00  9.3278e-01  1.3000e+00  9.4622e-02           1 -1.9404e+00  0.0000e+00  7.8028e-02  0.0000e+00  4.0962e+00           2  1.3504e+01  3.3271e+00 -1.0000e+00 -1.0000e+00  7.1286e-03  1.5360e-01
   67366035    220758224600  1331549461   449740000           0      220317      105043  5.9655e+04          22           3         4.5  1.7399e+00  3.7043e-01  9.0461e+00  1.8679e+00  1.0071e+00  3.5598e+01  7.1598e-01  1.0297e+02  1.6506e+00  3.5778e+01  1.0294e+02           4           5  0.0000e+00     -1834.7     20035.7       -32.5  7.1156e+01  1.5410e+01  0.0000e+00    475372.8   6119222.5  2.6093e+02 -1.6744e-01  1.0176e+00  6.3267e-01  1.9336e+01  2.2372e+01  1.0488e+00  6.1416e-01  1.1208e-01           1 -2.1367e+00  0.0000e+00  6.4430e-03  0.0000e+00  2.4399e+00           1  8.8618e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -8.0209e-02  1.6982e-01
   67366041    220758226500  1331549480   666201000           0      220317      105102  5.9655e+04          22           3         4.5  1.0552e+00  2.0000e-01  4.0494e+00  7.4440e-01  3.9163e-01  5.0646e+01  9.3359e-01 -1.2427e+02  6.1993e-01  5.0500e+01 -1.2437e+02           4           6  0.0000e+00     -5077.4     23145.1       -35.3  1.0959e+02  1.1729e+02  0.0000e+00    472124.3   6122321.9  1.9775e+02 -6.2531e+01  2.0083e+00  4.9322e-01  2.5339e-01  3.0519e+02  5.2897e-01  9.0641e-01  1.3304e-04           1 -1.7779e+00  0.0000e+00  1.3464e-01  0.0000e+00  9.7017e-01           1  1.2590e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -3.1884e-03  5.5490e-03
   67366059    220758241500  1331549630   170943000           0      220317      105332  5.9655e+04          18           3         4.5  9.6131e-01  1.6446e-01  5.0679e+00  8.4087e-01  5.2856e-01  3.5932e+01  6.8519e-01 -1.3244e+02  1.2208e+00  3.6069e+01 -1.3224e+02           3           6  0.0000e+00      1906.3    -22269.6       -60.9  8.7484e+01  4.3962e+01  0.0000e+00    479218.0   6076952.5  2.2506e+02 -5.5330e+01  1.3261e+00  6.4315e-01  3.0572e+00  3.2061e+02  7.7374e-01  6.2058e-01  3.7161e-05           0 -2.0936e+00  0.0000e+00  1.2583e-02  0.0000e+00  2.8466e-02           0  8.6216e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -4.2883e-04  4.2784e-03
   67366073    220758251600  1331549731   178242000           0      220317      105513  5.9655e+04          22           3         4.5  2.2403e+00  2.9656e-01  7.1498e+00  9.1790e-01  9.8045e-01  5.5234e+01  5.9310e-01  1.6849e+02  4.2394e-01  5.5111e+01  1.6848e+02           4           6  0.0000e+00     11350.7    -13206.4       -49.8  1.7928e+02  4.1666e+01  0.0000e+00    488633.6   6086034.0  2.1452e+02 -1.1324e+01  6.1353e-01  3.3339e-01  4.6176e+01  3.3445e+02  4.8284e-01  7.0739e-01  1.3264e+00           1 -1.6997e+00  0.0000e+00  6.4747e-02  0.0000e+00  1.1120e-01           1  1.5857e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  2.7235e-01  5.8584e-01
   67366100    220758271000  1331549925   978364000           0      220317      105827  5.9655e+04          22           2         4.5  2.0986e+00  2.0922e-01  1.1660e+01  1.1274e+00  1.0115e+00  2.4724e+01  9.6880e-01 -1.6008e+02  8.9658e-01  2.4922e+01 -1.6035e+02           4           4  0.0000e+00    -28589.0     14183.9        98.2  8.7003e+01  4.4914e+01  0.0000e+00    448650.0   6113306.9  2.3933e+02 -3.9728e+01  1.2582e+00  3.7789e-01  1.0369e+01  3.3746e+02  6.4138e-01  8.3077e-01  4.2121e-02           1 -2.2721e+00  0.0000e+00  3.4256e-02  0.0000e+00  1.0656e+00           1  8.1694e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -5.1399e-02  1.0238e-01
   67366102    220758271900  1331549934     3636000           0      220317      105836  5.9655e+04          22           3         4.5  2.1434e+00  2.5335e-01  1.1019e+01  1.2632e+00  5.7821e-01  3.6010e+01  4.9074e-01 -5.8119e+01  1.0240e+00  3.5768e+01 -5.8024e+01           4           4  0.0000e+00    -13749.9     23171.5       -16.0  5.9312e+01  3.2795e+01  0.0000e+00    463457.0   6122326.4  3.0985e+02 -6.0832e+01  1.1943e+00  5.1429e-01 -3.6517e+01  3.3564e+02  6.0744e-01  6.0228e-01  1.3934e-02           1 -2.1432e+00  0.0000e+00  2.9195e-03  0.0000e+00  1.5935e-01           1  9.5816e+00  0.0000e+00  2.5639e+02  2.2972e+01  2.6758e-02  6.0744e-02
   67366109    220758273900  1331549954   477389000           0      220317      105856  5.9655e+04          22           3         4.5  2.3720e+00  2.6022e-01  1.1615e+01  1.2358e+00  1.1982e+00  3.9239e+01  3.6683e-01  1.2645e+02  1.2249e+00  3.9118e+01  1.2667e+02           4           5  0.0000e+00     -5391.1    -20735.9       -52.6  7.1887e+01  4.8402e+01  0.0000e+00    471921.2   6078466.8  2.4836e+02 -1.9764e+00  7.3304e-01  4.4523e-01  2.9210e+01  1.3611e+01  5.3242e-01  7.6981e-01  1.0120e+00           1 -2.0982e+00  0.0000e+00  2.9875e-03  0.0000e+00  2.6409e-01           1  1.0325e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -2.5695e-01  4.9928e-01
   67366111    220758275300  1331549968   146774000           0      220317      105910  5.9655e+04          18           3         4.5  4.2919e-01  9.1775e-02  2.5107e+00  5.2068e-01  2.4291e-01  1.9888e+01  9.9034e-01  4.5073e+01  4.8380e+00  2.0056e+01  4.5303e+01           3           4  0.0000e+00      5616.4     20762.4       -54.7  8.0873e+01  7.5053e+01  0.0000e+00    482817.5   6119967.5  2.8545e+02 -2.0064e+01  1.6951e+00  1.0744e+00 -1.1198e+01  1.5984e+01  1.6848e+00  9.4038e-01  3.4869e-06           0 -2.2280e+00  0.0000e+00  8.0579e-02  0.0000e+00  1.3025e-04           0  6.5671e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  1.2880e-04  1.3101e-03
   67366120    220758281300  1331550028   195887000           0      220317      110010  5.9655e+04          18           3         4.5  6.1489e-01  1.5912e-01  2.6334e+00  6.6090e-01  3.0407e-01  4.7449e+01  1.1299e+00  2.5818e+01  1.4391e+00  4.7564e+01  2.5627e+01           3           3  0.0000e+00     16216.6     -4074.2       -51.5  1.9738e+02  8.1800e+01  0.0000e+00    493473.5   6095172.8  3.1296e+02 -7.3978e+00  1.3174e+00  8.3293e-01 -3.0092e+01  4.0386e+01  1.2141e+00  1.1124e+00  1.6620e-05           0 -1.8246e+00  0.0000e+00  1.2238e-01  0.0000e+00  5.0621e-01           0  1.0251e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -1.6189e-03  2.0924e-03
   67366127    220758288000  1331550095    61017000           0      220317      110117  5.9655e+04           4           3         2.0  1.4184e+01  1.2854e+00  8.2091e+00  7.2149e-01  3.2820e+00  7.3891e+01  1.7090e-01 -4.3419e+01  9.7936e-02  7.4027e+01 -4.3491e+01          11          11  0.0000e+00     11795.0     -9517.7       -43.5  0.0000e+00  0.0000e+00  0.0000e+00    489068.4   6089721.5  1.3797e+01 -4.4361e+01  2.2151e-01  1.1393e-01 -7.2753e+01  3.0067e+02  1.1033e-01  5.4268e-01  5.9167e+00           7 -1.3095e+00  0.0000e+00 -2.9824e-01  0.0000e+00  4.9140e+01          10  4.1723e+01  6.0603e+00  4.0000e+01  9.4320e-05 -4.1833e-03  7.6919e-01
   67366135    220758293000  1331550145   882189000           0      220317      110207  5.9655e+04          18           3         4.5  1.3082e+00  2.3826e-01  5.5764e+00  9.8499e-01  7.5083e-01  4.6763e+01  6.4261e-01 -5.0482e+01  1.6776e+00  4.6819e+01 -5.0430e+01           3           3  0.0000e+00     20797.2      8892.6       -79.8  1.2187e+02  4.0000e+01  0.0000e+00    498018.8   6108143.1  3.3453e+02 -5.8647e+01  1.2651e+00  1.2138e+00 -4.8823e+01  3.3228e+02  1.0700e+00  1.3256e+00  1.9002e-05           0 -1.8996e+00  0.0000e+00  1.0163e-01  0.0000e+00  1.1905e-01           0  1.1265e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  1.8932e-04  3.0737e-03
   67366142    220758298100  1331550196   514888000           0      220317      110258  5.9655e+04          18           2         4.5  8.8164e-01  1.4076e-01  4.7538e+00  7.3609e-01  4.3510e-01  3.4163e+01  5.3036e-01  1.6694e+02  1.1670e+00  3.4340e+01  1.6731e+02           4           4  0.0000e+00    -22991.5    -12108.1       -30.0  5.5261e+01  6.3060e+01  0.0000e+00    454309.6   6087045.0  2.3510e+02 -2.2047e+01  4.9734e-01  7.0587e-01  2.6075e+01  3.4685e+02  6.0298e-01  6.5598e-01  3.3008e+00           1 -2.1145e+00  0.0000e+00  2.0075e-02  0.0000e+00  1.2942e+01           1  8.3403e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -9.9021e-02  1.0389e+00
   67366149    220758301200  1331550227   310098000           0      220317      110329  5.9655e+04          18           3         4.5  9.0355e-01  1.3564e-01  5.1014e+00  7.4271e-01  4.3484e-01  2.7652e+01  8.5891e-01 -4.3182e+01  1.2154e+00  2.7571e+01 -4.3278e+01           3           3  0.0000e+00    -13944.2     -1636.3         9.1  6.1855e+01  4.9779e+01  0.0000e+00    463325.2   6097533.3  3.0358e+02 -5.0419e+01  1.3638e+00  5.4844e-01 -3.3509e+01  3.4856e+02  8.7210e-01  6.5179e-01  1.7496e-04           0 -2.1983e+00  0.0000e+00  4.5850e-02  0.0000e+00  1.1009e-02           0  7.6397e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -1.1844e-03  9.2399e-03
   67366150    220758301400  1331550229   375709000           0      220317      110331  5.9655e+04          18           3         4.5  8.1587e-01  1.3273e-01  4.6823e+00  7.3879e-01  4.2721e-01  2.1158e+01  1.0751e+00  1.5634e+02  2.6158e+00  2.1304e+01  1.5585e+02           3           3  0.0000e+00     -5727.4     27103.7       -20.3  9.9535e+01  4.7552e+01  0.0000e+00    471464.8   6126276.3  2.5027e+02 -2.4604e+01  1.3851e+00  6.7908e-01  1.4237e+01  3.5515e+02  1.0293e+00  1.0253e+00  5.4685e-08           0 -2.2517e+00  0.0000e+00  6.2514e-02  0.0000e+00  2.5098e-02           0  7.1801e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -2.2788e-05  1.6298e-04
   67366157    220758305301  1331550268   792826000           0      220317      110410  5.9655e+04          18           3         4.5  4.0121e-01  9.4922e-02  2.2445e+00  5.1502e-01  2.7895e-01  3.2800e+01  1.8639e+00  4.9329e+01  2.7017e+00  3.2920e+01  4.9627e+01           3           3  0.0000e+00     -5676.4     22311.7       -30.9  7.7710e+01  1.5006e+02  0.0000e+00    471527.7   6121487.5  2.9267e+02 -8.4156e+00  8.0239e-01  2.2330e+00 -1.2516e+01  2.9797e+01  1.2975e+00  2.0313e+00  3.6597e-05           0 -2.0882e+00  0.0000e+00  3.9079e-02  0.0000e+00  4.2596e-04           0  7.5464e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -3.3474e-03  1.2171e-03
   67366168    220758314200  1331550357   263647000           0      220317      110539  5.9655e+04          18           3         4.5  5.8834e-01  1.3969e-01  2.9399e+00  6.7699e-01  4.0542e-01  4.0535e+01  2.3100e+00  1.3898e+02  7.8748e+00  4.0685e+01  1.3884e+02           3           3  0.0000e+00     -2838.0     22091.3       -37.3  1.3107e+02  8.6405e+01  0.0000e+00    474365.0   6121274.3  2.4268e+02 -5.0077e+00  5.4284e+00  1.5119e+00  3.2158e+01  6.9568e+00  3.5328e+00  5.1553e+00  4.7062e-05           0 -1.9807e+00  0.0000e+00  1.8477e-02  0.0000e+00  6.4835e+00           0  9.8271e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  8.8371e-04  4.7285e-03
