Sat Apr  8 09:28:08 2023    performance/output.dat

         69375377 function calls (69262752 primitive calls) in 78.555 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      164    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:755(get_scale)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:231(<lambda>)
      232    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:85(_arg_slen)
       27    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(intersect1d)
       55    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:435(<dictcomp>)
      144    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:510(__getattr__)
       27    0.000    0.000    1.269    0.047 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:2300(tight_layout)
       24    0.000    0.000    0.335    0.014 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/texmanager.py:277(make_png)
       62    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1850(is_separable)
      858    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/ImagePalette.py:53(palette)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:700(__eq__)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:2616(_check_size)
      162    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:805(__len__)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cm.py:501(set_clim)
       27    0.000    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:3039(ylabel)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/rcsetup.py:107(<listcomp>)
       11    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       27    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:3031(xlabel)
       55    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:2501(get_minpos)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:647(colspan)
      162    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       27    0.000    0.000    0.007    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/tight_layout.py:290(<listcomp>)
      232    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:421(_right_w)
      193    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:69(<listcomp>)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/npyio.py:1140(<listcomp>)
       56    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:223(__init__)
        1    0.000    0.000    0.097    0.097 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:553(__init__)
       27    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
       83    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:2369(axes)
      108    0.000    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1115(<genexpr>)
      108    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:514(_is_wrapper)
      324    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1292(<listcomp>)
       54    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(unique)
       96    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/ImageFile.py:535(_safe_read)
       27    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend_handler.py:268(__getitem__)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/ImagePalette.py:39(__init__)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:2170(_deprecate_noninstance)
      696    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:1224(score_size)
       27    0.000    0.000    0.091    0.003 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:2653(legend)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/contextlib.py:688(__init__)
        1    0.000    0.000   22.930   22.930 /cr/users/filip/Binaries/Generator.py:146(__init__)
      513    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:855(get_clip_path)
       92    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:364(set_facecolor)
      540    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:2552(default)
       28    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:779(items)
        1    0.000    0.000    0.009    0.009 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/JpegImagePlugin.py:34(<module>)
      432    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:851(get_clip_box)
       27    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/contextlib.py:438(enter_context)
       28    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:2059(__init__)
      8/5    0.000    0.000    0.019    0.004 <frozen importlib._bootstrap>:1002(_find_and_load)
       55    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(unravel_index)
       47    0.000    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:1043(write)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:641(rowspan)
        2    0.000    0.000    0.327    0.163 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:464(run)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:1885(_wait)
       84    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:517(_update_clip_properties)
       96    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/os.py:804(fsencode)
      696    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:1177(score_variant)
      191    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:2539(<listcomp>)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/contextlib.py:465(_push_cm_exit)
       90    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:1749(<genexpr>)
      135    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/path.py:723(unit_rectangle)
      462    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:265(_set_locator)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:338(_setdefaults)
       82    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/_methods.py:54(_any)
       27    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(tile)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/packaging/version.py:261(__init__)
      162    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:328(<genexpr>)
      8/5    0.000    0.000    0.019    0.004 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:571(_set_loc)
       27    0.000    0.000    0.122    0.005 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:913(get_tightbbox)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
      696    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:769(get_size)
       81    0.000    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend_handler.py:67(_update_prop)
      244    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1019(minpos)
        8    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap_external>:1036(get_data)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/numeric.py:1858(isscalar)
      138    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:75(get_geometry)
        2    0.000    0.000    0.327    0.163 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:377(check_output)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:1227(__init__)
       24    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/ImageFile.py:276(load_prepare)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:423(chunk_IDAT)
       27    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cm.py:575(set_norm)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:449(chunk_tRNS)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:640(isin)
        2    0.000    0.000    0.327    0.163 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/texmanager.py:230(_run_checked_subprocess)
       51    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:331(_resolve)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/BmpImagePlugin.py:27(<module>)
       33    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/logging/__init__.py:218(_acquireLock)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:846(sort)
      244    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:616(num2)
      108    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:1106(<genexpr>)
       60    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:494(set_joinstyle)
      324    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:1746(tick_values)
        8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
      135    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:580(_get_loc)
      298    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:627(get_gridspec)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:655(get_default_handler_map)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/tight_layout.py:75(<genexpr>)
      108    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:73(isclass)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:391(set_alpha)
       27    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(extract)
      243    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1959(get_label_position)
       28    0.000    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:1109(_gen_axes_patch)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:711(__hash__)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:496(chunk_pHYs)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:977(get_inverted)
       24    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:879(load_prepare)
       81    0.000    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend_handler.py:73(_default_update_prop)
      110    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1492(have_units)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:316(buffer_rgba)
      108    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:159(isfunction)
      232    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:1160(_diff_dispatcher)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:439(locally_modified_subplot_params)
        1    0.000    0.000    0.000    0.000 {method 'randint' of 'numpy.random.mtrand.RandomState' objects}
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/os.py:619(get_exec_path)
      126    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
       27    0.000    0.000    0.027    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:595(_ensure_mutable)
      108    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:230(<genexpr>)
      162    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:690(get_topmost_subplotspec)
       51    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
       31    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/contextlib.py:470(_push_exit_callback)
      174    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1512(set_units)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/tight_layout.py:292(<genexpr>)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:2672(get_size_inches)
