Sat Apr  8 09:28:08 2023    performance/output.dat

         69375377 function calls (69262752 primitive calls) in 78.555 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       81    0.000    0.000    0.006    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend_handler.py:76(update_prop)
     1503    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:474(_broadcast_arrays_dispatcher)
      110    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:771(limit_range_for_scale)
      108    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:494(unwrap)
     1340    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:657(get_sketch_params)
       27    0.000    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:801(<listcomp>)
      129    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:497(__init__)
      259    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/ma/core.py:582(filled)
       81    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.generic' objects}
      270    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/traceback.py:292(walk_stack)
       54    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:1775(draw_event)
       56    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:236(set_prop_cycle)
       55    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1001(intervalx)
      636    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:296(y1)
      891    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:819(get_horizontalalignment)
      243    0.000    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:613(get_transform)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:1878(_signature_is_functionlike)
      216    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:619(empty)
      648    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:244(set_locs)
      356    0.000    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:263(__array__)
      908    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:741(get_color)
       51    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:409(_getencoder)
     1836    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:2560(kind)
      232    0.000    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1567(set_major_formatter)
       27    0.000    0.000    0.011    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:1165(subplots_adjust)
       27    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:2857(<listcomp>)
      378    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:438(<listcomp>)
      702    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:911(set_dashes)
       24    0.000    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:847(convert)
       84    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/warnings.py:181(_add_filter)
       27    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:1147(_parse_legend_args)
      162    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2402(_iter_break_from_left_to_right)
       54    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:293(get_children)
      162    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1683(sanitize_sequence)
      270    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:398(extents)
      324    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:1743(__call__)
      464    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:687(isDefault_majloc)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:4558(<listcomp>)
      162    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:783(values)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:2711(frombuffer)
      418    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      194    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(atleast_3d)
       81    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/numeric.py:357(full_like)
       29    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/logging/__init__.py:1284(getLogger)
      137    0.000    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:1640(nonsingular)
      218    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:100(__call__)
       60    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:418(set_linestyle)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:232(_remove_proxy)
       55    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1006(intervaly)
      140    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:849(__iter__)
       80    0.000    0.000    0.039    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:325(clear)
       96    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:189(crc)
      144    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
       55    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      908    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:539(get_wrap)
      410    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       57    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/posixpath.py:117(splitext)
       27    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:369(intersect1d)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:1701(extract)
       29    0.000    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:991(_update_transScale)
       24    0.000    0.000    0.000    0.000 {method 'convert' of 'ImagingCore' objects}
       54    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:1866(_signature_is_builtin)
        1    0.000    0.000    0.003    0.003 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:41(<module>)
        1    0.000    0.000   22.505   22.505 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/npyio.py:771(loadtxt)
      135    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:735(get_path)
      939    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:235(get_transform_rotates_text)
      135    0.000    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:1003(get_position)
  133/127    0.000    0.000    0.017    0.000 <frozen importlib._bootstrap>:1033(_handle_fromlist)
       55    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/copy.py:258(_reconstruct)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:3939(set_boxstyle)
       54    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:4111(set_bounds)
       81    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/numerictypes.py:358(issubdtype)
      962    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:590(get_url)
       35    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/weakref.py:47(__new__)
       27    0.000    0.000    5.516    0.204 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:955(savefig)
       81    0.000    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2166(__eq__)
       84    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/warnings.py:437(__init__)
      231    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:721(__eq__)
        8    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       27    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:1131(_get_legend_handles_labels)
     1150    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:357(<genexpr>)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/shape_base.py:1171(tile)
       24    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:661(__array__)
      638    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:288(get_marker)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/types.py:171(__get__)
      703    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:148(<dictcomp>)
       27    0.000    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cm.py:342(__init__)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:4672(<listcomp>)
        8    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1514(find_spec)
      418    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/_binary.py:101(o32be)
        8    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:901(_find_spec)
       35    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:119(_weak_or_strong_ref)
      324    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:3006(<genexpr>)
       81    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/shape_base.py:23(atleast_1d)
      324    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:1379(is_dashed)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:1255(__init__)
      352    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      108    0.000    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:3040(bind)
       31    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1735(_set)
      336    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/_binary.py:84(i32be)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/weakref.py:54(_cb)
      162    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/numerictypes.py:284(issubclass_)
       27    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:714(_draw_disabled)
      648    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2535(_ptp_dispatcher)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cm.py:259(get_cmap)
       29    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1752(set)
       33    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2285(__init__)
       81    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(atleast_1d)
      186    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        8    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap_external>:916(get_code)
       81    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:254(<listcomp>)
      638    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:352(get_alt_path)
       27    0.000    0.000    1.592    0.059 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:2045(draw_idle)
        5    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:493(_parse)
       82    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:1076(set_label)
      137    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1352(get_major_locator)
       92    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:398(set_linewidth)
      324    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:721(get_remove_overlapping_locs)
       24    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:694(tobytes)
      464    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:695(isDefault_majfmt)
       60    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:511(set_hatch)
       27    0.000    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:3884(set_ybound)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/colors.py:1113(__init__)
       29    0.000    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:708(__init__)
      112    0.000    0.000    0.885    0.008 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/spines.py:219(clear)
       54    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:2873(replace)
       54    0.000    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:2271(call_wrapper)
       81    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(full_like)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:921(load_end)
      908    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:639(flipy)
     1296    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:2548(name)
       54    0.000    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:3111(signature)
      108    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       81    0.000    0.000    0.008    0.000 <__array_function__ internals>:2(linspace)
       57    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/genericpath.py:121(_splitext)
      262    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:1089(_init)
      638    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:368(get_snap_threshold)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:344(__init__)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:91(ismethoddescriptor)
      486    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/spines.py:197(get_path)
       57    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/contextlib.py:408(__init__)
      378    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:449(<listcomp>)
       81    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/enum.py:792(value)
      336    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
       27    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:3455(set_xlabel)
      162    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/spines.py:585(__len__)
       35    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:214(connect)
       60    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/hatch.py:182(_validate_hatch_pattern)
      638    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:282(get_joinstyle)
      675    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1825(_nonzero_dispatcher)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
       55    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:2239(get_minpos)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:3053(<listcomp>)
      638    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:871(get_drawstyle)
       54    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:138(unique)
       27    0.000    0.000    0.027    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:589(_copy)
       24    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.new}
      648    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:43(bbox_artist)
      580    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2126(get_matrix)
      464    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:711(isDefault_minfmt)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:311(add_text)
      638    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:285(get_capstyle)
      232    0.000    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1593(set_minor_formatter)
       54    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:4534(get_default_bbox_extra_artists)
      638    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:596(get_markevery)
       92    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:346(set_edgecolor)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend_handler.py:166(get_xdata)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:408(chunk_IHDR)
        1    0.000    0.000    0.001    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:2154(__init__)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend_handler.py:84(adjust_drawing_area)
       27    0.000    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:1666(xlim)
       81    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(result_type)
       81    0.000    0.000    0.021    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:538(<listcomp>)
      136    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/re.py:250(compile)
       27    0.000    0.000    1.241    0.046 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:1089(cla)
       54    0.000    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:2859(from_callable)
      216    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:2865(parameters)
      464    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:703(isDefault_minloc)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/contextlib.py:452(callback)
      378    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:440(<listcomp>)
      163    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      232    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:480(set_useOffset)
       81    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:655(add_artist)
       54    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1718(ravel)
       81    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:3916(get_ylim)
       31    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:557(__setitem__)
      165    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:747(set_clip_box)
      432    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:847(get_clip_on)
       84    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:524(set_clip_box)
      280    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      135    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:180(<listcomp>)
       84    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/warnings.py:477(__exit__)
      504    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2263(_any_dispatcher)
      8/3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_compile.py:71(_compile)
        6    0.000    0.000    0.132    0.022 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:989(search)
      638    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:336(get_path)
       60    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:455(set_fill)
      378    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:445(<listcomp>)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:386(_getdecoder)
      190    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:802(__init__)
       54    0.000    0.000    3.571    0.066 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:71(draw_wrapper)
      104    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/urllib/parse.py:114(_coerce_args)
       81    0.000    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1726(__eq__)
       83    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:155(update)
       64    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:477(set_capstyle)
      696    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:1160(score_style)
      108    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:2640(__init__)
       27    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:2133(view_limits)
       27    0.000    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:885(set_title)
      232    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:559(set_useMathText)
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      190    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/spines.py:582(__iter__)
        3    0.000    0.000    0.073    0.024 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:756(__init__)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/colors.py:287(to_rgba_array)
      120    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/cycler.py:165(keys)
      179    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
       27    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
